"service_state";"service_icons";"host";"svc_plugin_output";"perfometer"
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws067n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 18.2 MiB, Resident memory: 30.7 MiB, CPU: 0.03%, Process handles: 892, Running for: 5 hours 52 minutes";"1 "
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws069n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 19.4 MiB, Resident memory: 37.5 MiB, CPU: 0.04%, Process handles: 2561, Running for: 20 days 13 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws069n02.corp.ad.tullib.com";"Processes: 1, Virtual memory: 12.6 MiB, Resident memory: 30.8 MiB, CPU: 0.04%, Process handles: 1029, Running for: 20 days 13 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws070n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 16.2 MiB, Resident memory: 33.9 MiB, CPU: 0.04%, Process handles: 1113, Running for: 20 days 13 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws070n02.corp.ad.tullib.com";"Processes: 1, Virtual memory: 16.8 MiB, Resident memory: 34.6 MiB, CPU: 0.01%, Process handles: 2245, Running for: 10 days 16 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws089n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 13.4 MiB, Resident memory: 32.5 MiB, CPU: 0.05%, Process handles: 1338, Running for: 2 days 2 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws091n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 13.6 MiB, Resident memory: 31.9 MiB, CPU: 0.01%, Process handles: 1050, Running for: 20 days 13 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws091n02.corp.ad.tullib.com";"Processes: 1, Virtual memory: 13.4 MiB, Resident memory: 31.5 MiB, CPU: 0%, Process handles: 976, Running for: 20 days 13 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws095n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 11.6 MiB, Resident memory: 29.8 MiB, CPU: 0%, Process handles: 1195, Running for: 20 days 10 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws096n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 11.4 MiB, Resident memory: 30.4 MiB, CPU: 0%, Process handles: 991, Running for: 5 hours 53 minutes";"1 "
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws099n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 12.7 MiB, Resident memory: 33.0 MiB, CPU: 0.02%, Process handles: 1280, Running for: 20 days 10 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"ldn1ws0100n03.global.icap.com";"Processes: 1, Virtual memory: 15.2 MiB, Resident memory: 33.8 MiB, CPU: 0%, Process handles: 1653, Running for: 14 days 17 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"uk1qbtrdsql01.lnholdings.com";"Processes: 1, Virtual memory: 13.0 MiB, Resident memory: 31.1 MiB, CPU: 0%, Process handles: 1070, Running for: 20 days 12 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"uk1qbtrdsql02.lnholdings.com";"Processes: 1, Virtual memory: 15.1 MiB, Resident memory: 32.5 MiB, CPU: 0%, Process handles: 2008, Running for: 5 days 23 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"nj1qbtrdsql01.lnholdings.com";"Processes: 1, Virtual memory: 10.5 MiB, Resident memory: 21.1 MiB, CPU: 0%, Process handles: 835, Running for: 20 days 10 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws001n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 31.2 MiB, CPU: 0.01%, Process handles: 1101, Running for: 20 days 13 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws001n02.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 34.2 MiB, CPU: 0%, Process handles: 1996, Running for: 20 days 14 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws002n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 31.1 MiB, CPU: 0.01%, Process handles: 1055, Running for: 20 days 14 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws002n02.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 35.8 MiB, CPU: 0.04%, Process handles: 2798, Running for: 20 days 14 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws003n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 31.3 MiB, CPU: 0.02%, Process handles: 1090, Running for: 20 days 14 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws003n02.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 34.7 MiB, CPU: <0.01%, Process handles: 2769, Running for: 20 days 14 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws0005n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 33.8 MiB, CPU: 0%, Process handles: 1855, Running for: 20 days 14 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws0005n02.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 30.2 MiB, CPU: 0%, Process handles: 1027, Running for: 20 days 14 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws0006n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 31.3 MiB, CPU: 0.14%, Process handles: 1114, Running for: 20 days 13 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws0006n02.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 34.9 MiB, CPU: 0.26%, Process handles: 2745, Running for: 20 days 13 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws0007n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 31.5 MiB, CPU: 0.34%, Process handles: 1269, Running for: 20 days 11 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws0007n02.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 34.4 MiB, CPU: 0.10%, Process handles: 2363, Running for: 20 days 11 hours";"1 "
"OK";"NOT_CSV_EXPORTABLE";"njc1ws009n01.corp.ad.tullib.com";"Processes: 1, Virtual memory: 2.00 TiB, Resident memory: 34.7 MiB, CPU: 0%, Process handles: 2730, Running for: 20 days 11 hours";"1 "
